hour,day_of_week,traffic_density,rainfall,visibility,speed_avg,junction_score,accident_risk
18,1,40,62,32,77,4,1
3,4,30,10,12,79,3,1
14,3,36,77,10,21,9,0
8,3,81,22,76,55,5,0
4,5,71,79,80,89,4,0
12,3,35,49,12,79,9,0
22,5,75,84,58,42,4,1
17,4,21,54,76,66,6,1
4,2,31,54,64,65,1,0
15,5,26,3,13,99,2,0
18,1,16,96,40,63,4,1
13,2,77,53,75,38,9,0
15,6,46,60,87,68,6,0
14,4,47,77,73,107,6,1
21,3,20,82,40,77,9,0
3,5,10,4,72,110,4,0
6,1,34,99,75,26,3,0
15,0,51,94,40,113,7,1
23,6,61,17,56,60,7,0
21,0,33,43,31,97,9,0
20,2,62,30,83,34,6,1
21,3,65,93,92,95,2,1
20,0,72,20,55,72,6,1
7,2,90,46,98,112,8,1
16,4,17,29,67,42,6,1
15,2,68,54,70,96,9,1
22,6,54,67,55,92,4,1
9,2,36,68,10,107,3,0
9,6,61,40,34,113,5,1
1,2,27,44,70,84,3,1
8,1,95,73,90,79,2,1
16,2,25,90,23,29,2,0
10,5,75,79,54,77,4,0
9,2,14,29,86,66,3,1
21,1,91,76,48,34,9,1
16,1,12,99,75,28,7,1
3,4,90,84,41,32,6,0
15,6,89,44,67,42,8,1
19,3,79,44,65,52,9,0
14,0,16,78,15,28,3,0
20,0,59,83,98,22,7,1
4,2,23,83,76,113,9,0
5,4,47,44,91,92,1,1
16,2,88,54,59,44,9,0
0,0,56,58,47,107,7,0
18,6,42,4,12,115,4,0
3,6,52,31,14,90,6,1
16,6,38,5,33,55,6,0
8,1,66,93,63,108,6,0
23,3,14,25,43,39,2,1
1,4,69,36,48,100,5,0
7,1,79,12,97,73,7,0
14,3,11,92,57,119,6,1
6,4,79,68,58,109,3,1
5,4,52,24,43,38,5,1
0,0,13,12,89,79,8,0
14,1,65,87,16,56,5,0
22,4,68,94,27,22,3,0
6,5,98,19,79,111,9,0
16,6,18,71,43,105,3,0
1,4,12,59,60,38,2,1
8,3,99,72,77,72,6,0
8,0,57,20,23,65,8,1
12,2,52,60,78,99,6,0
5,6,10,83,98,75,1,0
5,0,66,78,17,89,8,1
19,2,62,25,24,50,1,0
19,1,25,53,92,72,9,0
20,1,60,41,68,53,8,1
2,4,84,10,20,50,6,1
16,5,99,36,29,79,2,0
16,1,64,10,64,30,9,1
11,4,10,26,45,119,8,0
15,6,99,93,91,25,4,1
14,0,37,82,23,46,2,0
12,1,62,33,67,26,6,1
22,0,67,37,47,68,1,1
0,0,82,60,98,115,7,0
16,5,69,86,89,91,1,1
2,1,68,52,91,79,6,1
14,0,31,64,10,52,5,1
3,5,17,2,74,66,3,0
3,5,58,66,10,63,6,1
17,1,51,27,94,98,4,1
16,5,36,13,69,46,6,1
18,1,48,51,34,113,4,0
10,1,92,29,19,41,1,0
19,2,34,57,59,66,5,1
2,0,47,53,21,112,8,0
7,3,94,68,41,67,6,1
13,1,33,14,42,49,9,0
0,0,33,37,81,21,4,1
13,6,69,77,35,34,9,0
1,5,92,13,51,66,8,1
22,4,59,56,59,46,3,1
3,1,75,58,70,90,6,0
23,5,23,7,50,46,4,1
18,5,62,71,66,104,1,1
5,5,41,18,11,32,9,1
0,5,57,31,79,74,4,0
16,5,48,94,40,36,5,1
7,1,49,28,32,94,3,1
18,6,51,40,85,78,4,1
20,3,86,74,63,29,9,0
0,2,85,44,37,52,7,1
4,5,17,12,88,97,8,0
15,5,88,26,28,56,3,1
5,2,35,18,85,27,3,0
7,6,21,25,57,52,7,0
12,6,52,52,11,26,8,0
15,1,60,50,20,53,5,1
2,0,91,36,53,90,1,0
18,4,72,8,68,26,3,0
11,4,58,91,68,60,5,0
15,0,36,95,47,119,3,0
10,1,18,51,34,74,1,0
9,4,48,53,30,26,7,0
19,6,74,2,51,103,1,0
3,2,80,95,45,37,6,0
11,0,99,68,18,62,6,0
22,6,80,7,21,97,7,1
1,3,16,13,19,59,1,0
23,1,81,2,68,72,3,0
21,0,89,23,14,33,9,0
18,4,76,12,42,40,2,0
4,1,19,42,78,76,5,0
7,2,80,28,89,110,3,0
6,1,94,71,72,65,5,0
13,1,62,50,38,45,7,1
23,2,96,41,27,110,1,1
22,5,66,30,15,43,3,1
2,2,95,62,62,24,6,0
17,6,36,25,91,61,7,0
15,1,63,17,41,111,3,1
22,2,13,81,51,62,4,1
18,5,97,56,56,51,6,0
18,6,32,6,40,107,5,0
17,0,57,47,71,25,9,1
19,2,92,79,65,93,1,1
15,2,51,59,20,86,5,1
7,1,12,32,35,26,1,1
0,6,12,2,36,48,8,0
16,0,37,3,92,53,7,1
11,3,72,99,66,26,5,1
20,3,90,3,36,100,6,0
10,4,40,41,68,96,4,1
4,2,19,8,71,77,9,1
11,2,58,50,29,104,3,1
16,0,95,16,12,50,2,0
5,5,30,16,25,92,7,0
0,3,62,96,53,64,2,1
4,4,96,19,88,66,6,0
13,0,85,13,39,96,8,0
4,2,98,21,49,100,3,1
21,3,63,51,74,91,3,0
23,6,66,26,38,92,3,1
0,4,29,42,39,92,1,0
17,1,58,2,41,59,9,1
15,3,16,87,19,49,5,0
8,4,38,93,60,81,9,0
18,0,57,7,17,90,5,1
21,1,22,85,60,36,7,1
4,4,12,88,45,24,1,1
1,4,11,9,64,100,9,1
14,2,25,28,44,20,1,0
6,5,15,39,45,99,4,0
3,3,54,64,65,100,7,1
0,2,80,20,45,113,9,0
12,6,14,23,98,50,1,1
19,1,65,72,93,54,6,0
21,5,80,59,70,91,5,1
6,4,41,25,71,49,3,0
14,2,58,8,90,104,2,1
22,5,22,19,96,34,1,0
13,6,39,55,34,117,2,0
22,3,34,98,73,75,4,1
18,6,94,35,69,79,6,0
21,1,69,35,66,46,5,0
23,0,68,72,79,21,4,1
19,2,94,21,61,93,8,1
23,1,37,0,65,83,7,1
17,0,67,68,72,24,4,1
9,2,29,72,77,110,5,0
8,1,43,36,29,87,5,1
7,6,14,82,63,32,3,1
9,1,91,71,10,100,9,1
16,5,69,95,99,104,5,0
1,6,52,12,19,42,2,0
5,2,66,83,32,116,4,0
4,1,66,99,60,69,4,0
8,4,84,42,33,98,5,1
4,2,63,36,22,97,8,0
17,1,90,93,38,92,5,0
19,5,54,73,67,56,1,1
8,0,95,94,52,49,2,1
16,0,46,24,19,112,3,0
16,4,93,92,40,42,3,1
11,2,57,87,83,53,6,0
6,5,63,20,97,83,9,0
2,1,57,40,23,74,1,0
9,1,15,72,43,90,6,1
1,0,43,41,26,28,9,1
2,5,72,41,30,23,4,0
15,6,87,1,76,85,3,0
1,4,57,67,67,110,6,1
23,0,32,7,88,52,6,0
9,0,93,95,17,51,2,1
5,4,22,60,47,63,5,1
21,2,56,13,35,56,1,1
10,1,53,76,73,110,9,1
22,2,41,20,39,111,9,0
6,5,35,23,18,86,3,1
14,6,62,49,41,79,5,1
5,3,23,81,20,78,3,1
19,3,61,44,95,55,7,0
8,3,45,63,43,68,1,0
21,4,17,63,27,70,5,0
19,0,49,25,28,27,6,0
11,6,95,31,63,69,7,0
18,2,31,56,91,60,3,1
19,1,25,52,46,57,7,0
2,3,69,32,91,105,4,0
14,2,69,51,21,97,6,1
1,3,19,94,13,98,5,0
20,6,34,17,52,74,4,0
1,3,40,34,36,87,6,1
21,1,30,11,60,37,3,0
2,5,90,50,14,84,3,0
5,5,42,88,15,83,5,1
14,6,40,94,86,31,5,0
9,5,99,9,96,60,9,0
8,4,30,51,65,61,4,1
0,0,45,33,98,79,5,0
15,4,74,66,77,69,9,0
5,2,13,38,53,100,4,0
8,4,77,7,24,102,3,0
3,2,99,95,99,55,7,0
1,2,13,28,51,67,7,1
3,0,18,21,20,90,8,0
0,1,39,83,82,92,4,1
18,6,54,69,20,27,4,0
9,0,13,60,75,44,9,0
20,6,78,42,36,26,7,1
14,5,32,48,67,27,3,1
21,5,25,28,99,107,9,1
18,4,31,80,81,100,5,0
15,2,81,30,30,95,4,0
20,3,57,52,30,50,1,1
23,3,71,33,81,31,9,0
21,6,69,37,10,76,6,0
3,2,89,56,67,85,2,0
1,6,14,3,22,31,7,0
12,0,89,1,82,46,3,0
0,1,16,11,15,65,6,1
16,0,60,34,96,26,8,0
12,2,74,69,67,80,3,1
3,2,18,71,26,77,5,0
6,1,91,20,82,77,6,0
16,6,54,60,21,32,1,0
8,4,56,34,95,72,7,0
3,4,76,47,61,119,4,1
18,1,33,14,85,84,7,0
0,4,19,70,79,68,7,0
9,3,82,14,82,54,5,1
3,4,86,5,61,113,8,0
8,4,57,80,46,114,8,0
12,4,44,67,12,36,5,0
13,3,63,21,17,91,5,1
9,6,96,31,19,86,7,0
5,4,90,21,56,29,6,1
15,5,80,26,50,53,4,1
5,3,25,14,73,105,2,0
16,1,62,43,51,23,8,0
9,0,49,85,52,115,3,0
17,1,29,91,18,48,2,0
21,0,97,8,23,65,7,1
17,1,78,33,13,94,6,0
2,5,54,99,11,65,8,0
19,0,15,72,94,96,6,0
20,0,78,14,10,78,7,1
14,2,58,61,84,80,2,0
14,0,48,44,74,87,2,0
3,0,11,83,55,85,6,0
8,2,48,71,68,53,9,0
18,4,30,57,84,105,3,0
23,4,49,91,16,24,8,0
16,2,91,18,75,28,5,0
10,3,63,15,24,39,6,1
8,0,21,74,81,40,6,1
9,0,90,7,56,36,3,0
17,2,46,32,99,31,5,0
19,2,47,73,49,111,1,0
12,3,24,17,51,101,2,1
7,5,16,34,60,86,3,0
6,4,87,42,44,24,4,0
16,1,59,49,50,79,9,1
20,5,74,2,94,72,1,1
22,6,76,90,66,71,3,0
14,4,53,58,47,97,3,0
19,0,40,27,81,67,6,1
14,6,52,45,17,109,5,1
0,5,86,63,83,38,3,1
13,2,57,69,72,36,4,1
4,3,91,46,96,73,7,0
10,4,90,13,13,87,3,0
15,3,90,6,57,54,9,1
1,6,70,73,61,107,8,0
7,4,84,78,47,60,2,0
10,5,93,30,96,32,5,1
17,0,19,92,14,52,4,1
2,1,38,80,94,34,5,1
0,3,57,50,79,82,3,0
10,3,90,28,90,34,1,0
15,1,71,14,98,50,8,0
17,3,22,89,33,47,9,1
15,3,53,75,95,29,8,0
22,4,56,24,86,76,4,1
9,4,73,60,26,90,2,0
17,1,62,40,87,52,4,1
5,6,99,68,99,26,9,0
18,0,86,3,92,24,9,0
3,5,85,56,35,109,5,1
12,5,53,30,12,99,5,1
23,6,37,2,11,76,3,0
13,3,11,66,11,91,6,0
2,0,66,89,31,105,7,1
9,1,66,49,80,117,9,0
5,6,43,16,13,59,7,0
0,1,96,59,47,47,3,1
22,4,67,73,93,55,7,1
23,3,61,65,79,75,1,0
13,2,38,87,82,66,2,1
7,1,44,74,61,90,4,0
18,6,84,23,40,59,7,0
13,3,57,98,35,78,9,1
9,0,42,86,45,62,5,0
16,6,84,31,35,111,8,0
8,4,82,86,37,85,7,0
5,5,87,97,14,28,5,0
10,0,18,18,83,25,3,0
6,1,57,65,27,84,3,1
16,1,76,59,24,22,6,1
0,0,92,65,66,93,4,0
21,1,45,14,14,56,3,0
4,6,80,84,46,106,4,1
8,3,53,34,95,52,3,0
17,1,91,68,95,28,6,1
23,4,69,26,31,72,7,1
20,3,72,87,61,96,4,1
1,6,14,6,24,111,3,0
10,2,96,5,26,70,3,0
5,1,95,32,60,90,3,0
7,1,99,57,54,45,9,0
3,4,85,48,72,35,3,1
17,6,49,16,37,59,3,0
10,4,28,41,68,109,8,0
4,5,56,93,95,70,4,0
14,6,74,71,30,58,7,1
17,0,76,39,51,74,3,0
1,0,27,45,90,115,8,1
21,0,59,70,78,55,3,0
10,4,39,69,91,84,5,0
12,0,75,67,26,104,1,0
3,6,14,0,77,96,5,0
21,0,51,78,16,109,6,0
6,2,93,94,98,64,7,1
10,0,14,88,49,28,2,0
21,1,59,96,49,56,2,1
23,5,94,51,52,106,9,0
3,4,67,34,82,20,1,0
14,3,88,68,92,85,2,1
0,5,93,4,60,82,2,0
22,2,17,99,82,62,7,1
2,4,40,16,32,47,6,1
13,6,21,52,41,119,9,0
5,4,30,51,40,50,7,0
17,1,71,13,26,88,3,0
0,6,99,28,67,108,3,0
5,5,42,7,95,27,1,0
5,5,35,97,44,53,8,1
20,0,99,0,39,68,1,1
15,6,49,28,73,115,2,0
4,1,74,35,62,77,7,0
16,0,68,50,60,94,1,1
9,0,24,36,46,66,4,1
20,4,10,92,99,44,9,1
17,5,20,68,15,22,8,0
6,0,64,52,43,64,8,0
2,2,11,95,65,71,3,1
12,2,74,51,34,115,5,1
14,5,53,87,22,118,4,0
19,2,25,82,72,115,8,1
18,4,31,11,75,53,7,0
2,1,27,51,14,88,7,1
3,3,56,0,84,111,7,0
4,0,90,6,20,111,1,1
0,3,39,16,97,27,7,1
3,1,19,97,87,46,4,1
11,1,67,42,53,99,3,1
23,4,71,70,94,82,5,0
9,2,94,16,78,101,2,1
22,2,89,58,11,44,8,0
20,1,15,2,49,77,9,1
19,4,76,28,46,67,5,1
23,4,50,21,58,20,3,0
12,5,52,37,84,27,7,1
22,6,94,53,45,40,1,1
13,0,86,92,84,117,3,0
22,6,27,49,82,107,9,1
4,2,67,68,79,109,2,1
3,1,69,29,43,97,9,1
13,5,97,22,67,48,1,0
9,3,36,84,46,49,4,1
16,2,77,89,69,22,6,0
9,0,31,46,21,26,7,0
6,4,33,20,41,119,3,0
15,1,49,19,90,30,9,0
0,2,83,22,13,51,4,1
16,3,75,67,42,78,5,1
20,0,49,20,52,31,8,0
8,0,15,20,18,98,3,1
5,5,27,0,60,57,8,1
18,2,90,14,29,43,1,1
12,3,96,16,48,84,8,1
2,0,39,50,32,37,8,1
6,1,30,62,50,65,6,1
21,0,71,13,53,75,5,0
8,3,19,58,44,82,9,1
21,4,22,82,32,26,6,0
4,4,85,49,67,85,1,1
9,5,18,33,57,59,6,0
22,2,77,5,96,73,1,1
16,3,48,48,67,50,6,0
11,5,33,5,66,116,3,0
22,6,43,68,96,71,6,1
15,0,70,6,48,113,6,1
2,6,50,96,37,50,1,0
21,0,14,76,73,53,9,1
8,4,88,50,71,26,8,1
14,5,59,0,92,108,2,1
4,4,13,12,71,35,2,1
22,1,60,42,94,41,5,0
12,6,61,26,97,119,2,1
13,6,48,70,94,72,1,1
19,4,17,2,35,110,2,1
14,1,54,57,60,36,5,1
15,0,97,88,59,23,7,0
22,5,37,96,45,80,5,1
12,1,36,16,35,118,1,1
16,5,74,44,42,105,7,1
22,6,43,77,77,71,6,0
7,5,90,57,82,54,7,1
20,6,71,55,17,63,2,0
1,1,71,53,75,34,5,1
4,6,47,86,32,80,8,1
5,2,35,87,79,63,7,0
11,6,33,28,64,40,6,0
17,4,48,53,52,96,6,1
21,1,30,26,30,66,1,1
21,0,56,44,31,94,1,1
0,5,57,86,18,68,7,1
16,3,22,30,43,72,3,1
10,1,12,35,68,46,6,0
9,4,41,80,35,50,5,1
18,6,44,60,10,63,3,0
13,5,28,36,14,51,6,0
9,2,23,66,50,49,3,1
14,0,57,35,72,37,8,1
18,2,95,4,31,82,7,0
3,3,90,45,77,35,9,0
1,1,77,78,57,54,5,1
8,5,54,51,75,81,1,0
9,1,28,48,25,28,8,0
10,4,73,5,89,81,2,0
13,1,75,9,62,58,6,1
6,0,88,95,95,70,1,1
22,3,75,22,74,29,6,0
14,2,84,16,88,71,4,0
21,3,54,83,73,31,5,1
18,5,96,43,97,91,7,1
21,1,83,40,77,81,6,0
14,5,76,14,72,22,1,1
23,2,78,43,71,102,9,1
7,5,12,57,91,30,6,1
10,4,47,85,90,27,6,1
8,3,86,49,80,109,9,1
14,2,51,51,54,42,5,0
0,2,92,69,61,29,6,0
0,6,49,67,83,37,6,1
18,2,59,62,74,95,7,1
2,6,44,57,11,58,9,1
9,0,33,22,58,45,5,1
7,6,97,43,31,30,5,0
14,3,26,82,38,29,4,0
9,5,49,94,44,22,4,1
0,6,83,43,90,81,8,1
17,2,75,51,85,90,2,1
1,3,53,66,33,80,8,1
18,6,32,27,39,23,2,1
12,6,15,66,93,80,1,0
21,2,75,77,51,27,9,0
0,4,30,17,80,32,8,1
1,4,44,26,59,31,6,1
15,6,38,50,80,54,4,0
14,4,16,59,69,73,2,0
12,1,62,73,39,70,8,0
15,2,46,48,21,62,3,1
16,1,32,14,58,119,4,0
20,3,17,82,91,85,5,1
6,1,85,72,55,34,4,1
23,3,57,67,52,68,8,0
16,6,19,14,11,53,9,1
6,3,88,50,84,58,1,0
12,3,33,47,89,45,2,1
4,5,99,71,63,88,4,0
16,1,56,0,44,67,1,0
2,5,62,6,61,108,6,0
6,6,48,52,42,70,5,0
16,2,76,30,94,117,7,1
6,1,75,17,93,23,6,0
20,2,15,11,81,117,3,0
0,2,30,47,60,46,5,0
16,3,82,29,35,61,3,0
16,1,83,96,71,75,9,1
10,2,45,6,70,112,2,0
2,4,12,91,35,88,6,1
14,2,97,2,46,37,9,1
20,4,95,62,39,80,7,1
10,1,87,5,20,23,5,0
15,6,51,94,62,20,2,1
21,5,54,14,50,69,2,0
8,1,53,70,14,103,4,0
23,5,42,42,75,89,2,0
23,5,69,93,22,39,8,1
0,1,95,90,72,39,7,0
21,2,92,80,91,65,7,1
15,0,92,17,99,46,3,1
8,2,79,21,34,45,7,1
18,2,92,60,53,51,8,1
11,6,86,60,23,29,5,0
18,3,35,52,78,101,1,0
21,3,95,25,68,31,1,0
8,2,30,90,65,93,4,0
6,4,11,39,61,107,2,0
13,6,56,87,75,43,7,1
18,5,39,7,77,70,3,1
18,3,36,20,21,57,4,1
1,2,80,92,84,65,9,0
8,6,29,42,77,108,2,1
12,0,59,20,52,27,8,0
14,4,32,2,82,74,1,1
2,1,22,30,83,97,3,1
10,2,90,26,15,50,4,1
20,6,13,26,24,107,6,0
13,2,23,72,51,35,1,0
7,5,29,56,40,39,8,0
17,4,22,96,95,57,2,0
18,3,12,32,62,34,5,1
15,3,99,89,15,97,6,0
1,3,99,91,42,95,8,0
7,1,91,43,38,53,3,1
21,6,87,42,30,91,9,1
5,4,56,30,63,38,5,1
11,4,12,64,65,88,8,0
14,3,10,83,30,110,4,1
7,3,99,75,64,82,9,1
3,5,33,16,67,96,8,0
14,0,44,14,73,51,5,1
19,0,23,33,95,114,3,0
16,2,76,79,55,56,1,0
12,2,22,3,93,85,5,0
17,4,56,71,31,26,5,1
1,4,59,97,69,67,4,1
12,1,87,88,20,30,8,1
12,1,94,78,56,94,3,0
21,0,35,27,40,106,9,1
14,2,12,72,86,50,3,0
19,0,60,1,27,63,4,1
9,0,49,16,31,64,6,0
2,2,77,57,65,91,9,0
18,6,45,73,26,75,2,0
2,1,60,8,47,51,2,0
21,5,10,30,34,40,2,0
13,5,42,65,41,50,5,0
7,5,16,87,24,20,6,0
22,2,61,61,22,96,3,0
3,3,20,18,67,30,3,0
19,3,36,80,99,112,2,0
10,3,23,73,59,87,6,0
10,4,95,54,20,55,1,0
10,1,89,27,22,98,9,1
1,1,55,91,59,78,4,1
16,6,85,49,47,86,2,0
8,6,19,64,10,75,6,1
1,4,33,2,48,70,5,0
23,0,70,78,36,48,3,1
14,6,27,51,45,104,3,0
15,5,95,9,41,21,5,1
3,3,18,20,50,25,4,0
7,5,26,36,24,50,5,1
8,3,67,14,40,73,2,0
4,5,22,86,15,107,1,1
15,0,59,77,98,59,5,1
12,5,15,78,61,36,1,1
6,5,94,73,91,24,3,0
19,2,60,8,31,21,8,1
16,5,45,43,40,77,8,1
2,2,80,38,82,31,9,0
4,1,34,4,55,24,1,0
18,4,20,24,76,79,4,1
11,5,53,55,52,60,6,0
6,1,23,89,10,39,7,1
8,6,38,63,53,91,5,1
5,6,83,71,66,20,7,0
16,2,59,85,18,75,8,1
15,5,14,51,14,89,6,1
22,5,81,88,88,75,4,0
2,0,78,75,18,73,1,0
20,1,97,8,54,30,5,1
3,3,66,9,86,22,4,1
9,3,35,9,33,114,5,1
4,0,15,72,83,47,4,0
20,2,25,61,51,24,9,1
21,3,69,89,31,109,3,1
9,3,21,98,69,35,3,1
11,6,84,90,95,50,7,0
9,6,12,59,46,47,2,1
12,4,72,94,48,26,9,1
10,1,73,18,93,28,8,0
21,2,71,37,83,58,6,0
15,5,15,5,83,118,9,1
7,1,28,14,99,62,3,0
7,2,27,92,98,46,4,1
7,3,89,46,62,95,7,1
12,4,96,44,37,108,1,0
1,1,52,4,86,112,1,1
11,3,82,77,24,114,1,1
9,2,12,52,69,117,8,1
11,1,81,65,69,52,6,1
10,5,47,61,15,110,3,1
14,1,77,22,61,75,7,0
15,3,85,43,21,21,6,1
16,1,53,51,28,33,5,1
